"X","B","Y"
16,19,12.5
11,16.5,14.25
22,17,23.5
20,14,12
21,24.5,20.25
21,14.5,17.25
11,20.5,25.25
10,8,16
16,22,17
19,11.5,10.75
16,23,16.5
4,17,20.5
3,12.5,15.25
13,15.5,15.75
25,18.5,15.25
10,12,9
12,21,20.5
27,22.5,12.25
20,18,18
10,19,12.5
20,22,19
4,5,8.5
11,18.5,17.25
20,20,24
20,24,24
23,17.5,10.75
13,8.5,11.25
14,22,22
17,17.5,21.75
10,15,19.5
12,12,15
19,12.5,17.25
27,22.5,25.25
11,10.5,14.25
11,16.5,17.25
22,24,21
24,26,20
18,20,15
9,10.5,10.25
10,7,8.5
13,22.5,17.25
21,14.5,10.25
6,9,5.5
6,18,19
17,21.5,21.75
14,13,19.5
4,6,18
15,23.5,20.75
20,13,13.5
6,16,10
25,27.5,17.75
2,11,16.5
21,21.5,19.75
10,9,18.5
13,13.5,14.75
26,26,21
15,10.5,18.25
9,18.5,24.25
14,11,14.5
13,10.5,16.25
22,24,19
17,19.5,15.75
17,22.5,15.25
12,12,16
23,15.5,18.75
22,13,7.5
21,14.5,13.25
14,17,11.5
12,14,12
11,14.5,17.25
21,20.5,25.25
12,9,14.5
29,21.5,24.75
18,24,19
22,13,16.5
18,15,21.5
11,15.5,20.75
23,24.5,22.25
23,17.5,17.75
12,20,18
24,27,21.5
11,15.5,12.75
20,15,19.5
13,10.5,13.25
24,23,14.5
7,16.5,19.25
21,26.5,23.25
11,12.5,7.25
9,18.5,19.25
22,13,8.5
17,18.5,22.25
13,9.5,8.75
16,19,15.5
13,20.5,18.25
8,11,7.5
3,5.5,4.75
4,12,20
14,20,12
17,19.5,23.75
9,17.5,16.75
19,14.5,13.25
18,23,23.5
14,16,16
23,13.5,15.75
17,11.5,17.75
16,17,13.5
29,18.5,22.25
14,9,19.5
14,9,12.5
8,10,9
23,13.5,15.75
30,25,13.5
17,22.5,12.25
7,16.5,15.25
14,16,15
8,19,15.5
10,19,24.5
25,21.5,13.75
12,19,18.5
9,17.5,11.75
8,15,13.5
22,16,9
23,15.5,20.75
17,12.5,17.25
23,18.5,13.25
19,23.5,21.75
13,21.5,15.75
15,19.5,15.75
24,14,10
18,24,15
29,28.5,26.25
20,17,18.5
14,21,20.5
23,15.5,9.75
25,22.5,21.25
10,15,9.5
9,7.5,10.75
7,11.5,13.75
27,29.5,25.75
19,25.5,19.75
26,28,24
11,13.5,7.75
21,13.5,21.75
24,23,18.5
23,13.5,7.75
15,13.5,7.75
19,17.5,17.75
16,20,24
25,26.5,18.25
24,22,12
18,18,16
12,12,18
20,13,16.5
27,28.5,29.25
15,16.5,16.25
20,12,13
7,14.5,20.25
13,10.5,12.25
26,17,18.5
12,20,17
25,28.5,29.25
17,13.5,10.75
13,20.5,15.25
6,14,18
20,19,17.5
24,26,20
30,31,22.5
23,14.5,10.25
14,10,11
13,16.5,17.25
9,16.5,9.25
19,15.5,21.75
9,10.5,14.25
17,11.5,13.75
11,13.5,10.75
23,15.5,11.75
22,27,15.5
9,18.5,18.25
22,20,22
6,10,20
9,7.5,12.75
8,7,7.5
4,14,19
10,8,6
3,5.5,9.75
23,21.5,15.75
11,18.5,20.25
20,13,21.5
11,16.5,18.25
24,25,13.5
17,10.5,6.25
11,14.5,20.25
23,14.5,8.25
19,13.5,12.75
12,14,18
18,17,22.5
7,8.5,12.25
26,23,18.5
17,11.5,15.75
14,20,21
16,13,16.5
21,16.5,13.25
27,20.5,14.25
19,11.5,19.75
10,20,14
21,17.5,23.75
12,14,14
7,8.5,19.25
13,9.5,9.75
18,13,15.5
13,11.5,11.75
21,26.5,26.25
8,11,19.5
3,5.5,9.75
10,19,21.5
7,19.5,11.75
14,13,19.5
23,27.5,21.75
22,23,26.5
10,16,12
18,14,17
17,19.5,20.75
13,12.5,19.25
15,17.5,9.75
3,3.5,14.75
16,14,13
16,17,16.5
5,17.5,22.75
9,17.5,11.75
19,12.5,17.25
16,10,6
11,17.5,20.75
22,17,22.5
8,8,10
26,24,13
23,13.5,19.75
12,18,15
18,11,18.5
22,14,21
2,3,8.5
15,10.5,7.25
10,20,13
12,12,8
14,20,18
21,18.5,19.25
17,11.5,13.75
15,23.5,21.75
22,24,17
24,20,24
15,9.5,13.75
13,22.5,17.25
7,11.5,16.75
10,14,19
12,22,18
27,26.5,16.25
17,23.5,26.75
19,21.5,24.75
8,11,10.5
14,15,15.5
17,20.5,15.25
7,11.5,11.75
24,22,21
23,20.5,18.25
5,13.5,20.75
16,13,11.5
15,23.5,20.75
18,16,12
27,19.5,16.75
11,9.5,16.75
18,17,22.5
29,19.5,20.75
11,10.5,7.25
11,15.5,15.75
13,10.5,11.25
14,13,11.5
16,14,18
13,15.5,10.75
21,23.5,23.75
18,14,12
5,10.5,18.25
8,14,14
16,24,19
12,19,24.5
12,11,18.5
17,21.5,15.75
12,12,21
6,11,6.5
17,17.5,17.75
12,11,8.5
17,21.5,22.75
19,12.5,7.25
13,18.5,19.25
6,9,13.5
12,8,16
26,25,25.5
18,21,24.5
10,7,8.5
15,10.5,17.25
15,19.5,12.75
21,20.5,15.25
14,22,26
13,17.5,9.75
12,19,22.5
11,16.5,12.25
12,15,13.5
16,16,17
25,19.5,16.75
10,14,8
17,12.5,14.25
14,21,11.5
25,15.5,11.75
18,14,9
25,27.5,22.75
15,20.5,25.25
14,19,20.5
29,28.5,24.25
30,30,30
17,12.5,21.25
10,15,20.5
18,21,16.5
25,19.5,20.75
5,15.5,10.75
6,15,10.5
16,24,26
7,15.5,20.75
4,10,15
7,17.5,11.75
23,21.5,17.75
11,11.5,19.75
17,11.5,7.75
16,12,10
10,11,6.5
13,14.5,22.25
20,21,23.5
28,19,11.5
25,16.5,14.25
16,11,12.5
8,18,23
29,28.5,21.25
8,14,8
26,27,27.5
9,12.5,8.25
10,13,18.5
11,15.5,13.75
18,18,24
22,14,22
24,22,25
7,13.5,11.75
21,26.5,20.25
3,14.5,9.25
19,22.5,26.25
14,12,15
24,22,21
9,14.5,16.25
26,21,17.5
4,4,7
13,22.5,14.25
15,15.5,8.75
5,4.5,12.25
11,7.5,10.75
8,10,18
27,24.5,21.25
8,6,5
16,14,21
18,24,27
17,20.5,16.25
16,16,15
16,12,11
21,13.5,21.75
13,13.5,7.75
7,12.5,14.25
7,7.5,6.75
13,8.5,16.25
12,9,18.5
10,9,11.5
16,18,10
11,15.5,11.75
23,21.5,23.75
6,15,14.5
17,15.5,19.75
17,22.5,23.25
19,11.5,18.75
23,20.5,17.25
17,18.5,11.25
15,12.5,8.25
10,20,16
22,25,14.5
18,12,19
18,25,22.5
10,14,10
22,18,13
6,19,16.5
15,10.5,11.25
23,18.5,15.25
23,25.5,14.75
21,22.5,23.25
17,20.5,16.25
15,15.5,22.75
3,10.5,14.25
9,9.5,11.75
15,14.5,8.25
16,22,13
15,23.5,18.75
13,9.5,15.75
13,10.5,11.25
12,19,10.5
11,14.5,17.25
22,23,12.5
21,21.5,22.75
28,17,14.5
13,10.5,10.25
20,15,12.5
10,10,16
10,18,16
18,18,21
5,13.5,10.75
16,16,23
16,23,12.5
16,23,20.5
18,25,19.5
28,22,25
16,19,11.5
19,19.5,17.75
6,5,15.5
12,17,19.5
10,9,16.5
18,23,22.5
24,23,22.5
16,19,12.5
8,20,21
27,17.5,19.75
10,13,21.5
22,25,13.5
6,14,13
22,13,9.5
26,22,26
10,18,23
14,14,17
15,14.5,15.25
17,15.5,16.75
14,22,14
22,17,14.5
19,19.5,11.75
9,17.5,17.75
21,24.5,16.25
9,15.5,21.75
10,19,20.5
17,17.5,23.75
11,21.5,22.75
16,16,23
14,21,24.5
10,8,17
17,23.5,17.75
20,22,14
11,13.5,12.75
10,10,7
13,11.5,11.75
12,12,11
21,21.5,16.75
22,17,15.5
9,9.5,14.75
18,20,25
8,10,8
17,10.5,7.25
22,26,14
18,12,21
11,13.5,21.75
17,12.5,20.25
14,20,14
16,17,14.5
26,22,12
5,15.5,9.75
19,20.5,16.25
6,11,12.5
19,20.5,23.25
18,18,24
6,17,13.5
28,25,16.5
17,22.5,13.25
12,13,17.5
20,15,19.5
21,14.5,10.25
28,26,26
8,7,17.5
9,20.5,22.25
18,11,11.5
24,16,16
17,13.5,17.75
15,13.5,16.75
17,22.5,12.25
14,11,9.5
22,17,21.5
16,21,13.5
4,4,17
21,16.5,17.25
21,22.5,19.25
18,19,19.5
17,17.5,23.75
14,11,6.5
10,21,18.5
11,10.5,11.25
24,23,14.5
13,15.5,17.75
13,12.5,12.25
23,16.5,21.25
18,11,13.5
21,20.5,21.25
22,25,24.5
18,15,12.5
10,21,23.5
13,18.5,13.25
17,22.5,17.25
19,18.5,17.25
9,12.5,7.25
16,12,8
19,19.5,14.75
6,15,17.5
11,13.5,21.75
12,18,10
17,23.5,12.75
15,15.5,17.75
17,10.5,17.25
14,16,16
11,18.5,18.25
7,11.5,8.75
22,27,26.5
16,19,20.5
22,23,16.5
18,13,20.5
17,10.5,16.25
21,22.5,20.25
20,22,19
17,13.5,14.75
19,24.5,26.25
16,13,9.5
11,19.5,11.75
24,17,14.5
14,23,25.5
30,27,28.5
17,16.5,9.25
19,15.5,15.75
21,13.5,17.75
14,12,13
12,14,10
14,17,9.5
26,23,23.5
11,14.5,8.25
17,16.5,21.25
23,25.5,16.75
20,21,16.5
20,20,22
26,19,21.5
21,21.5,12.75
28,27,28.5
21,18.5,18.25
22,20,14
26,26,26
19,19.5,24.75
26,20,25
10,8,13
27,16.5,15.25
9,7.5,17.75
11,16.5,19.25
16,17,14.5
18,13,10.5
16,11,17.5
17,23.5,19.75
12,18,17
21,14.5,19.25
8,8,8
27,18.5,22.25
14,11,17.5
4,17,14.5
2,16,17
14,19,24.5
19,18.5,24.25
18,12,18
16,20,18
13,14.5,15.25
23,25.5,15.75
13,20.5,18.25
11,21.5,21.75
17,17.5,13.75
16,20,18
25,22.5,17.25
18,23,25.5
12,15,18.5
18,18,22
27,25.5,17.75
13,22.5,15.25
20,26,16
13,22.5,16.25
15,16.5,12.25
10,13,13.5
13,16.5,19.25
2,12,8
10,8,15
20,22,24
18,14,11
17,19.5,14.75
22,17,9.5
3,14.5,19.25
15,12.5,19.25
21,12.5,15.25
12,22,19
7,19.5,15.75
11,16.5,23.25
15,9.5,19.75
19,23.5,25.75
16,17,16.5
13,10.5,11.25
22,21,23.5
16,23,21.5
21,24.5,15.25
15,14.5,18.25
15,17.5,19.75
21,17.5,20.75
13,22.5,24.25
7,18.5,17.25
18,15,9.5
18,12,16
17,15.5,17.75
20,16,22
4,14,13
12,13,15.5
17,18.5,14.25
20,13,19.5
18,24,23
13,20.5,23.25
6,5,17.5
19,23.5,16.75
18,21,24.5
19,15.5,16.75
25,27.5,26.75
15,16.5,18.25
11,15.5,10.75
12,16,19
16,16,18
5,5.5,12.75
15,10.5,9.25
11,8.5,12.25
15,11.5,10.75
16,13,8.5
7,14.5,9.25
21,14.5,20.25
23,27.5,26.75
11,13.5,9.75
12,21,16.5
16,16,19
12,15,13.5
11,20.5,20.25
7,17.5,9.75
12,9,11.5
9,19.5,23.75
10,13,20.5
17,16.5,13.25
17,20.5,13.25
8,15,18.5
10,9,19.5
29,22.5,25.25
10,21,15.5
15,14.5,18.25
8,12,16
16,12,9
23,26.5,16.25
10,19,23.5
27,27.5,26.75
25,21.5,19.75
20,22,25
18,12,14
20,19,11.5
13,12.5,7.25
4,5,7.5
19,14.5,14.25
6,8,12
18,23,21.5
17,24.5,17.25
22,27,28.5
10,18,21
26,26,22
8,16,13
20,14,8
25,19.5,10.75
18,16,12
24,25,20.5
19,17.5,17.75
6,8,13
15,22.5,21.25
13,15.5,13.75
14,13,19.5
18,13,14.5
23,27.5,17.75
16,21,20.5
25,27.5,28.75
26,21,21.5
22,26,28
18,23,13.5
15,19.5,10.75
15,22.5,20.25
8,9,19.5
12,13,11.5
18,13,21.5
17,15.5,8.75
27,20.5,18.25
16,20,19
17,16.5,19.25
18,25,24.5
22,14,15
15,9.5,14.75
9,15.5,22.75
3,16.5,22.25
16,23,17.5
7,17.5,16.75
18,17,20.5
18,13,8.5
5,17.5,20.75
25,18.5,13.25
12,10,11
12,20,23
15,20.5,20.25
29,21.5,11.75
10,7,6.5
19,12.5,17.25
15,11.5,11.75
6,18,24
17,23.5,19.75
12,22,19
19,24.5,25.25
24,20,19
11,16.5,14.25
9,15.5,13.75
22,15,12.5
22,15,15.5
21,21.5,20.75
12,15,10.5
14,19,20.5
10,21,15.5
21,12.5,8.25
27,24.5,24.25
11,15.5,14.75
20,22,15
12,18,20
20,15,11.5
10,16,21
12,9,13.5
14,14,14
8,12,13
14,14,9
17,19.5,18.75
17,16.5,10.25
15,23.5,22.75
12,22,17
11,11.5,8.75
11,19.5,16.75
20,13,11.5
18,24,27
15,15.5,9.75
14,17,18.5
10,8,18
22,26,16
16,17,17.5
17,12.5,7.25
23,25.5,24.75
18,24,16
15,21.5,17.75
11,9.5,8.75
28,22,12
23,13.5,10.75
17,18.5,24.25
16,24,27
10,7,6.5
22,17,23.5
29,28.5,25.25
21,20.5,12.25
15,23.5,17.75
23,22.5,20.25
17,21.5,15.75
13,17.5,13.75
23,19.5,16.75
13,16.5,20.25
13,20.5,20.25
11,12.5,18.25
17,14.5,22.25
14,17,18.5
12,18,24
12,9,19.5
13,22.5,13.25
16,21,24.5
18,14,17
23,18.5,19.25
15,20.5,15.25
16,19,11.5
19,19.5,24.75
2,13,20.5
18,22,22
27,24.5,15.25
7,14.5,20.25
6,14,8
9,17.5,9.75
24,15,15.5
16,22,15
12,13,21.5
16,23,22.5
13,13.5,8.75
26,22,22
12,14,14
26,29,17.5
23,15.5,9.75
18,13,20.5
13,18.5,13.25
17,24.5,20.25
16,19,21.5
27,16.5,14.25
11,9.5,10.75
26,25,13.5
13,20.5,18.25
20,18,20
20,12,14
20,20,17
16,24,27
14,20,12
22,18,16
17,20.5,17.25
17,16.5,16.25
13,14.5,17.25
21,26.5,14.25
5,17.5,10.75
6,5,7.5
26,17,16.5
13,8.5,9.25
24,25,26.5
17,15.5,16.75
15,10.5,12.25
12,19,24.5
19,19.5,10.75
10,15,10.5
14,17,15.5
12,12,13
18,13,15.5
24,14,21
10,17,21.5
14,13,17.5
10,16,21
16,18,18
18,17,23.5
19,17.5,18.75
13,12.5,13.25
17,16.5,14.25
12,19,20.5
18,21,14.5
4,9,14.5
21,23.5,13.75
17,14.5,8.25
10,10,13
27,29.5,17.75
14,21,22.5
28,28,27
13,13.5,18.75
20,15,11.5
27,29.5,23.75
14,10,13
24,24,13
15,12.5,15.25
8,18,22
27,24.5,15.25
24,17,17.5
28,24,27
20,14,16
24,22,21
19,13.5,16.75
18,23,13.5
17,24.5,20.25
13,10.5,20.25
19,15.5,16.75
16,23,24.5
10,9,10.5
8,9,14.5
25,15.5,11.75
22,27,14.5
10,11,13.5
30,23,12.5
20,21,17.5
8,16,20
7,8.5,5.25
8,9,10.5
22,18,17
6,18,24
20,13,16.5
15,10.5,10.25
17,10.5,14.25
15,14.5,13.25
16,22,16
5,9.5,16.75
26,25,25.5
11,16.5,16.25
16,15,13.5
20,19,13.5
6,15,19.5
8,13,16.5
5,12.5,17.25
26,20,25
15,16.5,20.25
16,10,13
13,22.5,17.25
15,16.5,11.25
11,14.5,10.25
17,10.5,10.25
19,11.5,16.75
14,18,13
17,22.5,16.25
17,23.5,24.75
10,20,15
19,23.5,17.75
23,15.5,21.75
16,13,12.5
15,11.5,17.75
9,6.5,8.25
2,14,17
20,15,21.5
15,14.5,12.25
13,22.5,24.25
5,13.5,13.75
19,14.5,18.25
10,7,6.5
18,16,13
7,16.5,15.25
20,15,19.5
18,24,14
26,23,16.5
21,23.5,22.75
14,16,13
14,18,19
13,9.5,18.75
16,15,9.5
20,23,21.5
20,18,11
16,13,12.5
21,26.5,15.25
12,15,11.5
17,13.5,13.75
17,23.5,23.75
17,24.5,23.25
15,10.5,7.25
18,14,16
11,20.5,15.25
17,14.5,20.25
30,17,10.5
14,16,20
24,24,27
11,11.5,6.75
13,9.5,11.75
21,26.5,14.25
9,19.5,19.75
12,10,6
13,11.5,10.75
11,12.5,8.25
4,9,14.5
14,17,10.5
17,21.5,11.75
7,16.5,22.25
22,19,17.5
15,16.5,9.25
16,13,18.5
20,24,19
28,20,12
23,17.5,19.75
12,17,13.5
20,15,16.5
7,18.5,22.25
22,14,9
17,17.5,13.75
6,8,14
6,18,17
9,9.5,11.75
18,14,8
15,16.5,12.25
18,17,23.5
2,14,16
6,8,6
27,20.5,17.25
16,20,22
20,21,19.5
16,10,16
8,13,15.5
11,14.5,8.25
23,14.5,21.25
16,23,14.5
22,25,26.5
18,20,19
19,15.5,20.75
23,18.5,11.25
10,9,6.5
11,7.5,9.75
26,20,24
14,13,16.5
15,10.5,16.25
6,18,10
26,19,11.5
13,22.5,13.25
10,8,18
14,10,18
17,19.5,20.75
15,21.5,11.75
12,17,11.5
23,14.5,18.25
4,13,21.5
16,15,19.5
16,13,14.5
17,22.5,16.25
16,12,17
16,20,24
11,20.5,22.25
9,20.5,19.25
9,13.5,11.75
12,8,7
16,20,14
11,17.5,20.75
22,16,16
5,6.5,5.25
22,16,16
7,7.5,10.75
21,20.5,21.25
10,11,15.5
22,19,17.5
9,16.5,14.25
11,20.5,14.25
16,24,24
30,22,22
20,14,21
8,7,7.5
14,15,12.5
19,22.5,22.25
16,13,21.5
9,16.5,11.25
12,22,13
19,22.5,22.25
25,21.5,15.75
11,12.5,18.25
29,22.5,25.25
14,17,15.5
6,10,20
3,14.5,14.25
15,17.5,18.75
13,10.5,12.25
26,29,25.5
17,22.5,23.25
30,21,25.5
7,15.5,12.75
26,16,21
14,9,15.5
21,12.5,12.25
25,14.5,22.25
14,16,17
22,18,22
15,11.5,10.75
25,23.5,26.75
23,23.5,20.75
14,19,21.5
11,12.5,12.25
20,12,7
13,22.5,23.25
26,16,23
20,25,25.5
14,21,12.5
23,19.5,15.75
6,8,14
13,16.5,18.25
25,18.5,14.25
10,9,10.5
22,27,23.5
16,14,11
14,22,21
11,21.5,22.75
20,25,24.5
23,14.5,12.25
22,24,14
26,25,25.5
19,24.5,18.25
19,25.5,26.75
6,11,13.5
19,18.5,24.25
2,5,3.5
22,18,14
6,9,11.5
14,21,23.5
23,19.5,17.75
9,19.5,21.75
3,10.5,9.25
19,19.5,21.75
11,15.5,20.75
13,21.5,16.75
19,15.5,22.75
7,14.5,9.25
11,19.5,14.75
22,15,13.5
15,17.5,10.75
17,22.5,25.25
10,11,14.5
11,15.5,21.75
13,18.5,15.25
15,10.5,14.25
17,21.5,11.75
14,22,20
11,13.5,9.75
25,23.5,21.75
10,18,16
14,12,10
15,15.5,11.75
22,15,12.5
23,22.5,26.25
12,18,18
15,13.5,7.75
23,22.5,18.25
21,24.5,21.25
10,13,17.5
21,16.5,11.25
12,16,15
12,20,20
18,23,18.5
7,14.5,16.25
21,18.5,10.25
19,24.5,19.25
8,10,9
14,11,9.5
18,16,14
16,14,17
17,18.5,17.25
22,15,16.5
9,6.5,10.25
10,10,10
15,14.5,16.25
15,13.5,18.75
18,19,24.5
19,19.5,19.75
24,17,21.5
18,24,26
8,11,11.5
5,15.5,12.75
17,13.5,13.75
6,12,13
19,11.5,13.75
15,14.5,17.25
19,24.5,27.25
21,16.5,13.25
10,17,17.5
30,23,23.5
17,20.5,16.25
19,17.5,21.75
15,11.5,13.75
17,14.5,11.25
9,7.5,5.75
16,20,24
20,12,18
18,17,18.5
17,23.5,14.75
8,19,10.5
9,9.5,7.75
22,27,26.5
13,22.5,21.25
7,15.5,10.75
29,27.5,16.75
17,15.5,17.75
23,21.5,20.75
7,13.5,7.75
22,27,23.5
23,19.5,23.75
21,24.5,24.25
19,16.5,17.25
16,23,18.5
18,24,15
19,20.5,14.25
20,26,28
12,9,14.5
12,19,21.5
21,19.5,15.75
13,9.5,12.75
22,24,22
9,14.5,22.25
10,11,8.5
11,18.5,16.25
17,12.5,9.25
19,20.5,12.25
20,16,16
17,21.5,11.75
14,20,13
30,31,23.5
23,18.5,21.25
19,24.5,15.25
19,14.5,8.25
17,13.5,12.75
13,20.5,20.25
17,14.5,13.25
20,12,18
21,18.5,14.25
15,15.5,18.75
9,13.5,8.75
25,28.5,26.25
29,16.5,21.25
30,23,24.5
13,13.5,13.75
27,29.5,28.75
12,20,11
17,12.5,13.25
8,10,6
6,5,13.5
13,11.5,20.75
22,26,22
6,14,22
8,6,11
14,16,12
16,12,8
5,16.5,15.25
17,10.5,6.25
9,12.5,21.25
7,16.5,23.25
17,20.5,13.25
11,12.5,14.25
18,20,22
12,10,15
22,14,18
17,20.5,24.25
20,12,18
9,19.5,16.75
3,9.5,14.75
13,18.5,22.25
7,11.5,19.75
18,23,17.5
10,13,10.5
8,16,10
20,17,9.5
12,19,21.5
17,20.5,22.25
22,14,20
14,19,17.5
17,15.5,19.75
6,12,21
29,16.5,21.25
5,12.5,17.25
10,15,18.5
17,11.5,20.75
8,10,8
16,15,11.5
18,20,22
17,19.5,20.75
20,17,9.5
17,14.5,14.25
24,17,19.5
23,20.5,12.25
19,16.5,22.25
21,12.5,11.25
24,23,24.5
4,7,7.5
16,20,17
11,11.5,15.75
15,18.5,10.25
13,14.5,22.25
28,25,26.5
18,13,20.5
18,20,19
15,16.5,13.25
18,12,9
15,20.5,22.25
20,26,19
24,16,19
8,12,10
17,14.5,9.25
14,20,11
22,25,27.5
12,13,21.5
22,26,23
8,13,18.5
20,26,21
13,17.5,18.75
18,13,14.5
16,11,19.5
17,16.5,9.25
9,15.5,16.75
11,15.5,22.75
13,17.5,10.75
11,9.5,18.75
18,21,18.5
27,18.5,12.25
15,13.5,10.75
8,14,19
11,20.5,24.25
21,26.5,18.25
22,24,22
12,13,10.5
15,23.5,26.75
15,9.5,5.75
18,20,23
19,23.5,17.75
13,11.5,18.75
12,14,20
8,12,14
13,19.5,10.75
25,26.5,23.25
17,12.5,21.25
14,13,15.5
15,10.5,18.25
14,21,25.5
12,12,15
18,21,19.5
17,23.5,24.75
19,14.5,12.25
4,14,12
14,17,21.5
12,19,12.5
12,10,11
16,16,12
27,20.5,25.25
15,12.5,17.25
20,16,18
15,20.5,17.25
21,26.5,18.25
16,12,12
21,24.5,16.25
14,19,18.5
3,6.5,15.25
21,13.5,18.75
15,20.5,15.25
11,14.5,19.25
13,17.5,19.75
27,23.5,12.75
17,23.5,25.75
18,19,23.5
16,18,13
19,17.5,12.75
18,23,18.5
21,23.5,26.75
7,15.5,22.75
28,21,19.5
17,13.5,20.75
15,19.5,15.75
10,16,17
19,15.5,19.75
16,19,11.5
21,15.5,11.75
12,18,17
26,29,28.5
17,21.5,17.75
19,16.5,23.25
18,22,17
17,12.5,12.25
16,21,21.5
4,12,19
20,15,10.5
30,20,22
16,20,15
3,6.5,15.25
8,9,12.5
6,11,8.5
22,26,15
7,14.5,11.25
23,18.5,21.25
15,18.5,24.25
14,22,17
5,4.5,14.25
18,22,23
14,13,15.5
11,16.5,15.25
17,12.5,15.25
13,10.5,13.25
22,18,22
28,21,12.5
18,21,16.5
4,11,7.5
13,17.5,9.75
16,12,21
13,15.5,8.75
15,21.5,20.75
28,24,24
21,22.5,18.25
13,14.5,14.25
21,15.5,22.75
12,16,23
28,23,18.5
16,24,27
18,14,17
17,19.5,22.75
10,14,12
19,13.5,15.75
25,14.5,10.25
14,18,16
13,15.5,8.75
11,16.5,20.25
22,26,15
19,16.5,16.25
25,20.5,14.25
5,12.5,16.25
16,17,19.5
25,19.5,16.75
24,27,24.5
23,14.5,11.25
11,15.5,16.75
8,13,14.5
18,15,18.5
16,22,20
19,23.5,20.75
12,8,12
12,20,22
16,13,12.5
12,14,11
15,12.5,12.25
16,12,18
19,25.5,18.75
15,17.5,22.75
16,19,12.5
29,23.5,19.75
10,13,19.5
25,23.5,13.75
10,9,9.5
19,16.5,11.25
16,17,9.5
26,15,21.5
14,23,23.5
16,13,20.5
25,16.5,18.25
9,10.5,9.25
18,21,20.5
10,16,19
14,18,22
15,9.5,13.75
19,22.5,22.25
14,15,12.5
14,20,12
8,14,16
28,19,14.5
17,20.5,20.25
7,14.5,13.25
12,13,11.5
30,27,25.5
9,19.5,21.75
4,6,9
11,11.5,18.75
21,24.5,27.25
23,24.5,14.25
5,9.5,13.75
9,17.5,21.75
14,17,22.5
15,13.5,7.75
12,14,19
16,17,9.5
12,10,15
10,19,18.5
16,24,20
13,13.5,17.75
23,14.5,11.25
19,23.5,24.75
18,19,22.5
14,16,10
18,23,12.5
22,21,14.5
14,15,20.5
23,25.5,26.75
21,12.5,13.25
17,13.5,19.75
22,15,11.5
27,21.5,25.75
16,21,11.5
13,20.5,19.25
13,16.5,20.25
8,19,17.5
17,13.5,20.75
19,21.5,12.75
13,17.5,17.75
14,21,16.5
21,21.5,24.75
8,18,22
22,18,15
17,18.5,15.25
8,16,13
5,13.5,12.75
4,7,17.5
15,11.5,19.75
9,6.5,6.25
15,11.5,19.75
5,12.5,15.25
4,15,11.5
6,9,19.5
20,16,9
13,22.5,16.25
12,19,16.5
23,23.5,16.75
21,15.5,22.75
25,23.5,25.75
11,14.5,9.25
15,12.5,9.25
16,22,21
23,13.5,8.75
20,25,14.5
17,20.5,13.25
12,19,20.5
6,13,14.5
8,19,18.5
9,11.5,15.75
22,22,20
22,21,21.5
18,21,12.5
12,18,14
19,14.5,19.25
21,16.5,17.25
26,25,16.5
22,26,20
23,26.5,27.25
19,21.5,24.75
16,19,23.5
17,13.5,9.75
11,16.5,21.25
15,21.5,25.75
11,16.5,13.25
20,26,23
10,8,19
22,25,20.5
23,22.5,19.25
22,19,17.5
9,10.5,17.25
18,14,22
17,11.5,6.75
29,22.5,21.25
18,19,18.5
17,23.5,16.75
12,20,18
6,7,9.5
24,14,9
15,18.5,17.25
5,17.5,20.75
25,17.5,23.75
25,22.5,25.25
22,25,23.5
3,16.5,14.25
19,20.5,22.25
22,23,21.5
18,22,12
18,16,20
27,23.5,12.75
17,24.5,14.25
14,21,16.5
17,24.5,22.25
19,21.5,16.75
20,13,12.5
20,12,19
25,17.5,16.75
5,6.5,15.25
17,23.5,21.75
13,20.5,12.25
12,8,16
6,9,13.5
24,15,14.5
24,14,10
7,11.5,19.75
10,11,7.5
9,17.5,10.75
9,7.5,5.75
20,24,23
20,26,27
4,16,19
25,20.5,11.25
18,17,11.5
14,14,15
16,23,15.5
14,22,17
17,24.5,26.25
13,19.5,24.75
27,21.5,12.75
18,18,17
15,11.5,19.75
18,16,13
17,21.5,17.75
25,28.5,19.25
21,12.5,15.25
15,14.5,21.25
30,26,22
19,23.5,13.75
22,23,24.5
24,28,21
19,15.5,11.75
16,13,12.5
17,20.5,17.25
30,24,25
18,25,14.5
22,17,15.5
9,7.5,14.75
22,18,24
22,26,18
16,19,13.5
9,8.5,17.25
16,22,24
7,10.5,13.25
15,13.5,18.75
23,20.5,15.25
17,13.5,17.75
22,15,9.5
17,15.5,20.75
2,4,3
23,24.5,24.25
14,17,10.5
22,24,25
10,16,12
13,20.5,24.25
24,28,29
27,23.5,25.75
13,9.5,10.75
21,24.5,20.25
7,6.5,7.25
9,13.5,7.75
16,18,11
24,16,14
13,9.5,13.75
16,10,11
17,16.5,16.25
22,15,21.5
12,14,17
19,11.5,19.75
15,16.5,14.25
13,10.5,10.25
8,19,15.5
13,14.5,20.25
17,15.5,13.75
21,25.5,19.75
16,24,20
6,10,10
15,9.5,17.75
17,21.5,25.75
7,9.5,13.75
25,26.5,23.25
22,23,22.5
21,17.5,17.75
18,17,15.5
19,21.5,24.75
13,17.5,11.75
17,16.5,19.25
19,12.5,17.25
18,11,16.5
16,22,23
21,16.5,21.25
9,11.5,12.75
12,15,8.5
12,12,13
8,19,22.5
15,20.5,14.25
18,25,23.5
4,13,8.5
